filename,0,1
photo-1528549110781-c4a02df13cf8.jpg,-2.5360508,-4.0935626
photo-1512351735230-a07ebdf5b5e1.jpg,-7.345159,-0.23481901
photo-1552205526-7ad7c9aa94c7.jpg,-4.824765,-5.0759068
photo-1552679978-f908a45fb2d8.jpg,-1.5767822,-9.913503
photo-1470058869958-2a77ade41c02.jpg,-1.8542808,1.5750184
photo-1543952533-1152a7c1a39c.jpg,2.8988612,-0.03156001
photo-1544726368-8f4b5475a7e4.jpg,0.9369063,-2.2144186
photo-1554151228-14d9def656e4.jpg,4.644614,5.608304
photo-1464695110811-dcf3903dc2f4.jpg,-1.8898495,-7.450665
photo-1514517220017-8ce97a34a7b6.jpg,2.4031892,10.319446
photo-1514396609188-7890859d5225.jpg,-0.47339615,-3.5723321
photo-1503023345310-bd7c1de61c7d.jpg,2.0684376,-4.592734
photo-1554587293-d010b477b5a4.jpg,3.7411516,9.602306
photo-1508138221679-760a23a2285b.jpg,-1.464416,-6.0821867
photo-1551106652-a5bcf4b29ab6.jpg,2.7759144,10.754921
photo-1524639099061-f8beec2b7538.jpg,-0.6155898,-4.822036
photo-1459255418679-d6424da9ee33.jpg,-3.2452724,-8.598435
photo-1517649763962-0c623066013b.jpg,7.8996415,-4.8820195
photo-1548434960-18444d848cc1.jpg,-0.43735993,-1.1120231
photo-1529218402470-5dec8fea0761.jpg,4.0913777,-1.5342028
photo-1518895949257-7621c3c786d7.jpg,2.1009474,4.0707774
photo-1497034825429-c343d7c6a68f.jpg,3.9730392,7.9060807
photo-1561712815-ca8c24faa5b5.jpg,-5.743796,-7.6775336
photo-1458571037713-913d8b481dc6.jpg,-1.8822714,-9.372557
photo-1497912300441-f9ab6a41008b.jpg,4.048886,-5.0334053
photo-1504194569341-48a2e831a3a7.jpg,4.9850245,-7.2221465
photo-1471897488648-5eae4ac6686b (1).jpg,5.05293,2.456211
photo-1511066561711-5a67745b6134.jpg,-3.2964847,-10.649043
photo-1539353215725-6b3779362bea.jpg,1.8213352,1.2276688
photo-1550686041-366ad85a1355.jpg,-4.4955125,-9.15047
photo-1497215728101-856f4ea42174.jpg,6.3357024,1.3703356
photo-1554570731-63bcddda4dcd.jpg,-1.4217874,4.6052556
photo-1540137779703-594db0107a4b.jpg,-7.518474,-6.0802736
photo-1488900128323-21503983a07e.jpg,3.9496095,8.881574
photo-1485550409059-9afb054cada4.jpg,-1.678403,9.887962
photo-1554124819-e6a2f5eed22b.jpg,1.6536868,-5.0800943
photo-1547979682-ee3acc7a3f13.jpg,-5.0497413,-10.972224
photo-1560851691-ebb64b584d3d.jpg,-4.8198323,-0.13337575
photo-1533602747409-1f3dea118ac8.jpg,-0.41742375,10.452532
photo-1471086569966-db3eebc25a59.jpg,3.299991,3.219019
photo-1516747773440-e114ee0d3c07.jpg,0.6606828,9.976743
photo-1509715513011-e394f0cb20c4.jpg,-2.412416,5.886004
photo-1562374184-a71b175917b0.jpg,-2.789198,-3.46893
photo-1543260775-945c562403b3.jpg,-1.6600296,2.9308956
photo-1547574677-78ac9141ed6a.jpg,-4.7027597,3.5357609
photo-1516746924755-babd21844370.jpg,-0.7708895,9.179029
photo-1533335121856-52d185e85ec1.jpg,-0.6300987,1.5974549
photo-1541958409-7618fd1ad26e.jpg,-2.5867193,-0.8396348
photo-1561187273-0d2494d76346.jpg,0.19112195,-3.815627
photo-1519778119555-47f8a0929968.jpg,4.182793,-0.08076181
photo-1524758631624-e2822e304c36 (1).jpg,7.5300436,1.7756588
photo-1461896836934-ffe607ba8211.jpg,7.6943016,-3.7057605
photo-1518156959312-07a5380c1261.jpg,-7.392536,-0.33354005
photo-1544038659-12337883d216.jpg,4.4901686,-2.525298
photo-1504297050568-910d24c426d3.jpg,7.1537604,0.52366996
photo-1541252260730-0412e8e2108e.jpg,7.7833967,-3.522629
photo-1553272725-086100aecf5e.jpg,11.01485,-2.0848093
photo-1541086263351-627c0c6999aa.jpg,-3.268943,-7.130101
photo-1520901311353-76c9032606fb.jpg,-3.1812732,-11.56809
photo-1501446393885-828292b7670a.jpg,-2.1465402,-7.443736
photo-1506459225024-1428097a7e18.jpg,5.092061,9.398919
